,league,split,week,game,date,patchno,side,team,teamdragkills,elders,herald,teambaronkills,totalgold,earnedgpm,cspm
5687,LCS,2019-1,6,1,43526.81417824074,9.04,Red,Golden Guardians,1.0,0.0,1.0,0.0,65035.0,1082.5075421472936,34.232475598935224
5698,LCS,2019-1,6,1,43526.85806712963,9.04,Blue,FlyQuest,2.0,0.0,0.0,0.0,44044.0,866.0369515011547,35.43879907621247
5699,LCS,2019-1,6,1,43526.85806712963,9.04,Red,Counter Logic Gaming,2.0,0.0,1.0,1.0,56661.0,1303.1154734411086,39.21478060046189
5710,LCS,2019-1,6,1,43526.8981712963,9.04,Blue,Team Liquid,3.0,0.0,1.0,0.0,52264.0,1262.254143646409,35.91160220994475
5711,LCS,2019-1,6,1,43526.8981712963,9.04,Red,OpTic Gaming,0.0,0.0,0.0,0.0,39113.0,777.8710865561694,30.534069981583798
5722,LCS,2019-1,6,2,43527.6108912037,9.04,Blue,Clutch Gaming,4.0,0.0,1.0,1.0,58356.0,1259.1986863711002,34.285714285714285
5723,LCS,2019-1,6,2,43527.6108912037,9.04,Red,Echo Fox,1.0,0.0,0.0,0.0,47991.0,918.8045977011494,34.94252873563218
5734,LCS,2019-1,6,2,43527.65185185185,9.04,Blue,Golden Guardians,7.0,2.0,0.0,1.0,80112.0,1236.9393346379647,36.704500978473575
5735,LCS,2019-1,6,2,43527.65185185185,9.04,Red,100 Thieves,0.0,0.0,1.0,0.0,72445.0,1056.8923679060665,33.76908023483366
5746,LCS,2019-1,6,2,43527.70003472222,9.04,Blue,Cloud9,2.0,0.0,1.0,0.0,71595.0,1073.8823529411764,33.181272509003605
5747,LCS,2019-1,6,2,43527.70003472222,9.04,Red,Team SoloMid,4.0,1.0,0.0,2.0,73397.0,1117.1476590636253,31.14045618247299
5758,LCS,2019-1,6,2,43527.747777777775,9.04,Blue,Team Liquid,4.0,0.0,1.0,1.0,72017.0,1238.8034934497816,37.12663755458516
5759,LCS,2019-1,6,2,43527.747777777775,9.04,Red,Counter Logic Gaming,1.0,0.0,0.0,0.0,62469.0,988.637554585153,34.58515283842795
5770,LCS,2019-1,6,2,43527.79481481481,9.04,Blue,OpTic Gaming,5.0,2.0,1.0,1.0,86060.0,1271.9154616240266,34.94994438264738
5771,LCS,2019-1,6,2,43527.79481481481,9.04,Red,FlyQuest,2.0,0.0,0.0,0.0,79686.0,1130.1134593993324,35.28364849833148
5782,LCK,2019-1,6.1,1,43524.093518518515,9.04,Blue,Sandbox Gaming,2.0,0.0,0.0,3.0,87398.0,1270.2757111597375,33.63238512035011
5783,LCK,2019-1,6.1,1,43524.093518518515,9.04,Red,Afreeca Freecs,3.0,1.0,1.0,0.0,80622.0,1122.004376367615,32.40700218818381
5794,LCK,2019-1,6.1,2,43524.16924768518,9.04,Blue,Afreeca Freecs,0.0,0.0,0.0,0.0,59374.0,927.716814159292,31.99115044247788
5795,LCK,2019-1,6.1,2,43524.16924768518,9.04,Red,Sandbox Gaming,5.0,0.0,1.0,1.0,71571.0,1251.5309734513273,34.5929203539823
5806,LCK,2019-1,6.1,1,43524.21199074074,9.04,Blue,Damwon Gaming,4.0,0.0,1.0,1.0,56192.0,1353.833831440526,40.45427375971309
5807,LCK,2019-1,6.1,1,43524.21199074074,9.04,Red,Jin Air Green Wings,0.0,0.0,0.0,0.0,42586.0,865.8720860729229,32.77943813508667
5818,LCK,2019-1,6.1,2,43524.28037037037,9.04,Blue,Jin Air Green Wings,0.0,0.0,0.0,0.0,48823.0,959.8939812258419,31.109884041965763
5819,LCK,2019-1,6.1,2,43524.28037037037,9.04,Red,Damwon Gaming,4.0,0.0,1.0,2.0,64323.0,1473.4224185532853,33.992269464384314
5830,LCK,2019-1,6.2,1,43525.09908564815,9.04,Blue,Kingzone DragonX,5.0,0.0,0.0,1.0,62949.0,1351.9872408293459,39.71291866028708
5831,LCK,2019-1,6.2,1,43525.09908564815,9.04,Red,Hanwha Life Esports,0.0,0.0,1.0,0.0,53095.0,1037.6650717703349,36.52312599681021
5842,LCK,2019-1,6.2,2,43525.15759259259,9.04,Blue,Hanwha Life Esports,2.0,0.0,1.0,1.0,61553.0,1013.6190904997748,29.095002251238185
5843,LCK,2019-1,6.2,2,43525.15759259259,9.04,Red,Kingzone DragonX,3.0,0.0,0.0,1.0,72980.0,1322.317874831157,33.68752814047726
5854,LCK,2019-1,6.2,1,43525.20628472222,9.04,Blue,SK Telecom T1,4.0,0.0,1.0,0.0,60106.0,1391.2291074474133,40.4206935758954
5855,LCK,2019-1,6.2,1,43525.20628472222,9.04,Red,Gen.G,0.0,0.0,0.0,0.0,46571.0,929.5463331438318,33.35986355884025
5866,LCK,2019-1,6.2,2,43525.28606481481,9.04,Blue,Gen.G,3.0,0.0,0.0,0.0,57364.0,997.5639674173455,37.43172017249641
5867,LCK,2019-1,6.2,2,43525.28606481481,9.04,Red,SK Telecom T1,2.0,0.0,1.0,1.0,67996.0,1303.2275994250122,39.58792525155726
5878,LCK,2019-1,6.3,1,43526.037141203706,9.04,Blue,Afreeca Freecs,5.0,1.0,1.0,1.0,76371.0,1288.160472972973,34.6875
5879,LCK,2019-1,6.3,1,43526.037141203706,9.04,Red,Damwon Gaming,1.0,0.0,0.0,1.0,70578.0,1141.3783783783783,34.86486486486486
5890,LCK,2019-1,6.3,2,43526.16483796296,9.04,Blue,Damwon Gaming,2.0,0.0,1.0,1.0,61797.0,1434.945228684359,40.7227555053642
5891,LCK,2019-1,6.3,2,43526.16483796296,9.04,Red,Afreeca Freecs,0.0,0.0,0.0,0.0,43528.0,816.0067758328627,33.37097684923772
5902,LCK,2019-1,6.3,3,43526.20025462963,9.04,Blue,Afreeca Freecs,0.0,0.0,1.0,0.0,45030.0,883.7852655625358,30.87378640776699
5903,LCK,2019-1,6.3,3,43526.20025462963,9.04,Red,Damwon Gaming,4.0,0.0,0.0,1.0,60267.0,1405.8983438035407,36.01370645345517
5914,LCK,2019-1,6.3,1,43526.235659722224,9.04,Blue,Jin Air Green Wings,1.0,0.0,1.0,0.0,51224.0,875.2003978120338,32.192938836399804
5915,LCK,2019-1,6.3,1,43526.235659722224,9.04,Red,Sandbox Gaming,4.0,0.0,0.0,1.0,63839.0,1251.580308304326,36.548980606663356
5926,LCK,2019-1,6.3,2,43526.297951388886,9.04,Blue,Sandbox Gaming,4.0,0.0,1.0,1.0,65943.0,1234.472831267874,34.63298379408961
5927,LCK,2019-1,6.3,2,43526.297951388886,9.04,Red,Jin Air Green Wings,1.0,0.0,0.0,0.0,55180.0,926.6653956148713,34.947569113441375
5938,LCK,2019-1,6.4,1,43527.04052083333,9.04,Blue,Gen.G,3.0,0.0,1.0,1.0,60398.0,1371.8655462184875,37.94957983193277
5939,LCK,2019-1,6.4,1,43527.04052083333,9.04,Red,Hanwha Life Esports,1.0,0.0,0.0,0.0,44074.0,823.1596638655462,33.411764705882355
5950,LCK,2019-1,6.4,2,43527.15684027778,9.04,Blue,Hanwha Life Esports,4.0,0.0,0.0,1.0,65769.0,1291.182266009852,38.33497536945813
5951,LCK,2019-1,6.4,2,43527.15684027778,9.04,Red,Gen.G,1.0,0.0,1.0,0.0,56707.0,1023.3399014778323,38.068965517241374
5962,LCK,2019-1,6.4,3,43527.197071759256,9.04,Blue,Gen.G,0.0,0.0,1.0,0.0,43726.0,931.6695018226003,30.80194410692588
5963,LCK,2019-1,6.4,3,43527.197071759256,9.04,Red,Hanwha Life Esports,4.0,0.0,0.0,1.0,55612.0,1364.9380315917374,33.462940461725395
5974,LCK,2019-1,6.4,1,43527.23096064815,9.04,Blue,Kingzone DragonX,3.0,1.0,0.0,1.0,62424.0,1054.4058234758872,33.412192902638765
5975,LCK,2019-1,6.4,1,43527.23096064815,9.04,Red,SK Telecom T1,3.0,0.0,1.0,0.0,69642.0,1251.4394904458597,36.90627843494086
5986,LCK,2019-1,6.4,2,43527.30137731481,9.04,Blue,SK Telecom T1,4.0,0.0,0.0,0.0,56412.0,1375.9831426851292,39.6628537025888
5987,LCK,2019-1,6.4,2,43527.30137731481,9.04,Red,Kingzone DragonX,0.0,0.0,1.0,0.0,41333.0,831.2871763997591,32.0048163756773
5998,LMS,2019-1,5.1,1,43524.15708333333,9.03,Blue,Alpha Esports,3.0,0.0,1.0,1.0,51680.0,1365.798165137615,36.68414154652687
5999,LMS,2019-1,5.1,1,43524.15708333333,9.03,Red,G-Rex,0.0,0.0,0.0,0.0,36946.0,786.4796854521626,31.45478374836173
6010,LMS,2019-1,5.1,2,43524.19137731481,9.03,Blue,G-Rex,0.0,0.0,1.0,0.0,33443.0,826.9678384442782,30.246821241585636
6011,LMS,2019-1,5.1,2,43524.19137731481,9.03,Red,Alpha Esports,3.0,0.0,0.0,1.0,45227.0,1355.7935676888555,34.15108451757666
6022,LMS,2019-1,5.1,1,43524.22447916667,9.03,Blue,MAD Team,2.0,0.0,0.0,1.0,63257.0,1148.4267425320058,35.13513513513514
6023,LMS,2019-1,5.1,1,43524.22447916667,9.03,Red,Dragon Gate Team,3.0,0.0,1.0,2.0,68945.0,1310.2475106685636,37.95163584637269
6034,LMS,2019-1,5.1,2,43524.27957175926,9.03,Blue,Dragon Gate Team,0.0,0.0,0.0,0.0,36216.0,908.2036363636362,30.85090909090909
6035,LMS,2019-1,5.1,2,43524.27957175926,9.03,Red,MAD Team,1.0,0.0,1.0,0.0,43389.0,1221.2072727272728,31.28727272727273
6046,LMS,2019-1,5.1,3,43524.316041666665,9.03,Blue,Dragon Gate Team,1.0,0.0,1.0,0.0,49544.0,1085.9788484136309,33.45475910693302
6047,LMS,2019-1,5.1,3,43524.316041666665,9.03,Red,MAD Team,2.0,0.0,0.0,1.0,57572.0,1368.987074030552,28.977673325499413
6058,LMS,2019-1,5.2,1,43525.17199074074,9.03,Blue,AHQ e-Sports Club,1.0,0.0,0.0,0.0,72648.0,1197.648751586966,32.57723233178164
6059,LMS,2019-1,5.2,1,43525.17199074074,9.03,Red,Hong Kong Attitude,4.0,0.0,1.0,1.0,72742.0,1200.0355480321628,33.719847651290735
6070,LMS,2019-1,5.2,2,43525.20638888889,9.03,Blue,Hong Kong Attitude,1.0,0.0,1.0,0.0,52697.0,981.757763975155,30.55900621118012
6071,LMS,2019-1,5.2,2,43525.20638888889,9.03,Red,AHQ e-Sports Club,4.0,0.0,0.0,1.0,63328.0,1311.9130434782605,34.19254658385093
6082,LMS,2019-1,5.2,1,43525.24797453704,9.03,Blue,Flash Wolves,2.0,0.0,0.0,1.0,55413.0,1410.5202744853398,37.28009981285091
6083,LMS,2019-1,5.2,1,43525.24797453704,9.03,Red,J Team,1.0,0.0,1.0,0.0,40524.0,853.227698066126,34.62258265751716
6094,LMS,2019-1,5.2,2,43525.29724537037,9.03,Blue,J Team,1.0,1.0,0.0,1.0,69275.0,1132.6766595289077,31.554603854389725
6095,LMS,2019-1,5.2,2,43525.29724537037,9.03,Red,Flash Wolves,4.0,0.0,1.0,1.0,71975.0,1202.0556745182014,35.07494646680942
6106,LMS,2019-1,5.3,1,43526.15577546296,9.03,Blue,J Team,1.0,0.0,0.0,1.0,64540.0,1237.546120058565,33.0307467057101
6107,LMS,2019-1,5.3,1,43526.15577546296,9.03,Red,Dragon Gate Team,3.0,0.0,1.0,0.0,54688.0,949.0541727672036,32.035139092240115
6118,LMS,2019-1,5.3,2,43526.19951388889,9.03,Blue,J Team,3.0,0.0,1.0,2.0,74713.0,1329.791703442189,32.17122683142101
6119,LMS,2019-1,5.3,2,43526.19951388889,9.03,Red,Dragon Gate Team,2.0,0.0,0.0,0.0,65240.0,1078.9620476610767,33.36275375110327
6130,LMS,2019-1,5.3,1,43526.2571875,9.03,Blue,Hong Kong Attitude,4.0,0.0,1.0,1.0,60519.0,942.2969776609725,31.248357424441526
6131,LMS,2019-1,5.3,1,43526.2571875,9.03,Red,MAD Team,2.0,1.0,0.0,0.0,70830.0,1213.2825229960579,33.58738501971091
6142,LMS,2019-1,5.3,2,43526.30886574074,9.03,Blue,Hong Kong Attitude,2.0,0.0,1.0,0.0,47351.0,1024.0498220640568,34.519572953736656
6143,LMS,2019-1,5.3,2,43526.30886574074,9.03,Red,MAD Team,1.0,0.0,0.0,1.0,51724.0,1179.6725978647687,33.345195729537366
6730,LEC,2019-1,8,1,43532.47158564815,9.04,Blue,G2 Esports,2.0,0.0,1.0,0.0,72180.0,1083.8562874251497,34.01197604790419
6731,LEC,2019-1,8,1,43532.47158564815,9.04,Red,Splyce,4.0,1.0,0.0,2.0,84166.0,1370.9461077844312,33.67664670658682
6742,LEC,2019-1,8,1,43532.536782407406,9.04,Blue,Schalke 04,2.0,1.0,0.0,0.0,71938.0,1061.3596837944665,33.01185770750988
6743,LEC,2019-1,8,1,43532.536782407406,9.04,Red,Excel Esports,3.0,0.0,1.0,3.0,80660.0,1268.205533596838,30.308300395256918
6754,LEC,2019-1,8,1,43532.582662037035,9.04,Blue,SK Gaming,0.0,0.0,0.0,0.0,50714.0,1001.1662125340599,35.80381471389646
6755,LEC,2019-1,8,1,43532.582662037035,9.04,Red,Origen,4.0,0.0,1.0,0.0,57146.0,1211.4768392370572,37.56948228882834
6766,LEC,2019-1,8,1,43532.62258101852,9.04,Blue,Vitality,1.0,0.0,1.0,0.0,47927.0,1486.3771600300524,34.89105935386927
6767,LEC,2019-1,8,1,43532.62258101852,9.04,Red,Rogue,0.0,0.0,0.0,0.0,33734.0,846.572501878287,29.301277235161532
6778,LEC,2019-1,8,1,43532.66170138889,9.04,Blue,Fnatic,3.0,0.0,0.0,2.0,69813.0,1343.2857142857142,36.17142857142857
6779,LEC,2019-1,8,1,43532.66170138889,9.04,Red,Misfits,2.0,0.0,1.0,0.0,57101.0,980.0857142857142,35.371428571428574
6790,LCK,2019-1,7.1,1,43531.08917824074,9.04,Blue,Sandbox Gaming,4.0,0.0,0.0,1.0,63693.0,1386.3431320149652,39.380010689470865
6791,LCK,2019-1,7.1,1,43531.08917824074,9.04,Red,Damwon Gaming,0.0,0.0,1.0,0.0,50946.0,977.5670764297166,36.46178514163549
6802,LCK,2019-1,7.1,2,43531.15645833333,9.04,Blue,Damwon Gaming,4.0,0.0,1.0,2.0,79334.0,1272.5124899274779,35.39081385979049
6803,LCK,2019-1,7.1,2,43531.15645833333,9.04,Red,Sandbox Gaming,2.0,0.0,0.0,0.0,71952.0,1094.0596293311844,33.21514907332796
6814,LCK,2019-1,7.1,3,43531.20138888889,9.04,Blue,Sandbox Gaming,3.0,0.0,1.0,0.0,66244.0,1429.9517313746067,38.49947534102833
6815,LCK,2019-1,7.1,3,43531.20138888889,9.04,Red,Damwon Gaming,1.0,0.0,0.0,1.0,53921.0,1042.0293809024135,33.30535152151102
6826,LCK,2019-1,7.1,1,43531.24831018518,9.04,Blue,Jin Air Green Wings,5.0,0.0,0.0,1.0,62648.0,1353.8823529411766,37.50802139037433
6827,LCK,2019-1,7.1,1,43531.24831018518,9.04,Red,Afreeca Freecs,0.0,0.0,1.0,0.0,52668.0,1033.668449197861,36.80213903743315
6838,LCK,2019-1,7.1,2,43531.308587962965,9.04,Blue,Afreeca Freecs,5.0,0.0,0.0,2.0,66010.0,1324.0559161258113,37.20419370943585
6839,LCK,2019-1,7.1,2,43531.308587962965,9.04,Red,Jin Air Green Wings,0.0,0.0,1.0,0.0,55055.0,995.8981527708437,35.107338991512734
6850,LCK,2019-1,7.1,3,43531.3490625,9.04,Blue,Jin Air Green Wings,2.0,0.0,0.0,1.0,61563.0,1242.6995377503852,34.02157164869029
6851,LCK,2019-1,7.1,3,43531.3490625,9.04,Red,Afreeca Freecs,2.0,0.0,1.0,0.0,48184.0,830.4036979969181,31.741140215716484
6862,LCK,2019-1,7.2,1,43532.092465277776,9.04,Blue,SK Telecom T1,4.0,0.0,1.0,2.0,74618.0,1225.1237458193982,35.11705685618729
6863,LCK,2019-1,7.2,1,43532.092465277776,9.04,Red,Griffin,2.0,1.0,0.0,0.0,63712.0,951.5618729096991,34.565217391304344
6874,LCK,2019-1,7.2,2,43532.167175925926,9.04,Blue,Griffin,1.0,0.0,1.0,2.0,75608.0,1279.2101910828026,35.796178343949045
6875,LCK,2019-1,7.2,2,43532.167175925926,9.04,Red,SK Telecom T1,3.0,0.0,0.0,0.0,68698.0,1103.1592356687897,36.30573248407644
6886,LCK,2019-1,7.2,3,43532.211550925924,9.04,Blue,SK Telecom T1,0.0,0.0,0.0,2.0,66320.0,1276.7639360155115,34.435288414929715
6887,LCK,2019-1,7.2,3,43532.211550925924,9.04,Red,Griffin,4.0,0.0,1.0,0.0,61048.0,1123.433834222007,36.52932622394571
6898,LCK,2019-1,7.2,1,43532.25314814815,9.04,Blue,KT Rolster,1.0,0.0,1.0,2.0,69453.0,1139.500857632933,34.19382504288164
6899,LCK,2019-1,7.2,1,43532.25314814815,9.04,Red,Gen.G,4.0,0.0,0.0,0.0,69745.0,1147.0137221269295,34.09090909090909
6910,LCK,2019-1,7.2,2,43532.32460648148,9.04,Blue,Gen.G,2.0,0.0,0.0,0.0,60543.0,984.8960863697705,32.928475033738195
6911,LCK,2019-1,7.2,2,43532.32460648148,9.04,Red,KT Rolster,3.0,0.0,1.0,1.0,71572.0,1282.5748987854254,35.060728744939276
6922,LCK,2019-1,7.2,3,43532.36638888889,9.04,Blue,KT Rolster,1.0,0.0,1.0,1.0,60920.0,1339.1305297651556,34.800655379574
6923,LCK,2019-1,7.2,3,43532.36638888889,9.04,Red,Gen.G,3.0,0.0,0.0,0.0,51904.0,1043.6854178044784,34.800655379574
6934,LCK,2019-1,7.3,1,43533.03396990741,9.04,Blue,Hanwha Life Esports,3.0,0.0,1.0,1.0,71859.0,1242.7631578947369,35.21052631578947
6935,LCK,2019-1,7.3,1,43533.03396990741,9.04,Red,Jin Air Green Wings,3.0,1.0,0.0,0.0,61716.0,975.8421052631581,34.05263157894737
6946,LCK,2019-1,7.3,2,43533.16412037037,9.04,Blue,Jin Air Green Wings,1.0,0.0,1.0,0.0,53655.0,887.34034416826,29.512428298279158
6947,LCK,2019-1,7.3,2,43533.16412037037,9.04,Red,Hanwha Life Esports,3.0,0.0,0.0,2.0,63111.0,1158.5449330783938,29.110898661567877
6958,LCK,2019-1,7.3,1,43533.21052083333,9.04,Blue,Damwon Gaming,2.0,0.0,0.0,0.0,56058.0,1012.1584158415842,32.524752475247524
6959,LCK,2019-1,7.3,1,43533.21052083333,9.04,Red,Kingzone DragonX,2.0,0.0,1.0,1.0,63371.0,1229.3762376237626,32.16831683168317
6970,LCK,2019-1,7.3,2,43533.28766203704,9.04,Blue,Kingzone DragonX,3.0,0.0,1.0,1.0,55808.0,1401.4401972872997,32.66337854500616
6971,LCK,2019-1,7.3,2,43533.28766203704,9.04,Red,Damwon Gaming,0.0,0.0,0.0,0.0,45393.0,1016.1750924784217,32.7003699136868
6982,LEC,2019-1,8,2,43533.43127314815,9.04,Blue,Misfits,2.0,0.0,0.0,0.0,45042.0,881.6374002280502,34.344355758266815
6983,LEC,2019-1,8,2,43533.43127314815,9.04,Red,Schalke 04,1.0,0.0,1.0,2.0,60490.0,1410.0752565564424,34.89167616875713
6994,LEC,2019-1,8,2,43533.535578703704,9.04,Blue,Excel Esports,0.0,0.0,1.0,0.0,38828.0,906.2432432432431,31.013513513513512
6995,LEC,2019-1,8,2,43533.535578703704,9.04,Red,Fnatic,2.0,0.0,0.0,1.0,51998.0,1440.162162162162,37.2972972972973
7006,LEC,2019-1,8,2,43533.571875,9.04,Blue,Rogue,0.0,0.0,0.0,0.0,44986.0,878.8717948717947,32.44444444444444
7007,LEC,2019-1,8,2,43533.571875,9.04,Red,Origen,3.0,0.0,1.0,0.0,56136.0,1260.0683760683762,34.05128205128205
7018,LEC,2019-1,8,2,43533.6081712963,9.04,Blue,Vitality,3.0,0.0,1.0,2.0,77269.0,1298.8099034830045,32.78220730172052
7019,LEC,2019-1,8,2,43533.6081712963,9.04,Red,G2 Esports,1.0,0.0,0.0,1.0,78099.0,1319.7079311791858,34.87201007133865
7030,LCK,2019-1,7.4,1,43534.06136574074,9.04,Blue,KT Rolster,0.0,0.0,0.0,0.0,47222.0,967.9195864445721,34.60080413555428
7031,LCK,2019-1,7.4,1,43534.06136574074,9.04,Red,Afreeca Freecs,3.0,0.0,1.0,1.0,56522.0,1288.4250430786904,35.772544514646754
7042,LCK,2019-1,7.4,2,43534.15787037037,9.04,Blue,Afreeca Freecs,3.0,0.0,1.0,1.0,61595.0,1279.6335078534032,35.87434554973822
7043,LCK,2019-1,7.4,2,43534.15787037037,9.04,Red,KT Rolster,0.0,0.0,0.0,0.0,49376.0,895.7905759162304,33.80104712041885
7054,LCK,2019-1,7.4,1,43534.20260416667,9.04,Blue,Sandbox Gaming,3.0,0.0,1.0,0.0,72078.0,1103.3255155681359,38.479579458147995
7055,LCK,2019-1,7.4,1,43534.20260416667,9.04,Red,Griffin,2.0,1.0,0.0,2.0,81601.0,1334.372826526486,37.436312171451675
7066,LCK,2019-1,7.4,2,43534.28873842592,9.04,Blue,Griffin,1.0,0.0,1.0,1.0,60470.0,1159.8740629685158,34.872563718140924
7067,LCK,2019-1,7.4,2,43534.28873842592,9.04,Red,Sandbox Gaming,2.0,0.0,0.0,0.0,55101.0,998.8845577211393,36.28185907046477
7078,LEC,2019-1,8,2,43533.48471064815,9.04,Blue,SK Gaming,,,,,63555.0,1079.1242067089754,33.56300997280145
7079,LEC,2019-1,8,2,43533.48471064815,9.04,Red,Splyce,,,,,72288.0,1316.649138712602,33.56300997280145
7090,LCS,2019-1,7,1,43533.69962962963,9.04,Blue,Counter Logic Gaming,1.0,0.0,1.0,0.0,62218.0,977.2033086634741,32.54680017414019
7091,LCS,2019-1,7,1,43533.69962962963,9.04,Red,Golden Guardians,4.0,0.0,0.0,1.0,73423.0,1269.8894209838923,33.27818894209839
7102,LCS,2019-1,7,1,43533.74119212963,9.04,Blue,Team Liquid,5.0,1.0,1.0,0.0,75777.0,1223.501644736842,34.51480263157895
7103,LCS,2019-1,7,1,43533.74119212963,9.04,Red,Cloud9,0.0,0.0,0.0,1.0,65894.0,979.6776315789474,30.9375
7114,LCS,2019-1,7,1,43533.78717592593,9.04,Blue,100 Thieves,5.0,1.0,1.0,1.0,93467.0,1093.3518518518517,33.81481481481482
7115,LCS,2019-1,7,1,43533.78717592593,9.04,Red,Team SoloMid,3.0,2.0,0.0,3.0,100770.0,1228.5925925925926,35.37037037037037
7126,LCS,2019-1,7,1,43533.84394675926,9.04,Blue,Clutch Gaming,0.0,0.0,1.0,0.0,57157.0,1039.0804144055255,30.962012826837693
7127,LCS,2019-1,7,1,43533.84394675926,9.04,Red,FlyQuest,4.0,0.0,0.0,1.0,63225.0,1218.6956092747905,32.76763690182536
7138,LCS,2019-1,7,1,43533.8855787037,9.04,Blue,Echo Fox,0.0,0.0,1.0,0.0,45442.0,1018.9932140653917,34.83035163479334
7139,LCS,2019-1,7,1,43533.8855787037,9.04,Red,OpTic Gaming,4.0,0.0,0.0,1.0,53442.0,1315.1067242442937,36.162862430598395
7150,LCS,2019-1,7,2,43534.56377314815,9.04,Blue,Golden Guardians,2.0,0.0,0.0,0.0,63150.0,1035.9857714539794,34.441974210760335
7151,LCS,2019-1,7,2,43534.56377314815,9.04,Red,Team Liquid,3.0,0.0,1.0,2.0,76315.0,1387.208537127612,35.242329924410846
7162,LCS,2019-1,7,2,43534.61556712963,9.04,Blue,Echo Fox,0.0,0.0,0.0,0.0,36662.0,895.8632478632478,32.90598290598291
7163,LCS,2019-1,7,2,43534.61556712963,9.04,Red,FlyQuest,3.0,0.0,1.0,1.0,52009.0,1551.717948717949,36.70940170940171
7174,LCS,2019-1,7,2,43534.64800925926,9.04,Blue,Team SoloMid,4.0,1.0,1.0,2.0,75019.0,1321.6805251641138,35.39606126914661
7175,LCS,2019-1,7,2,43534.64800925926,9.04,Red,OpTic Gaming,1.0,0.0,0.0,1.0,67078.0,1113.164113785558,34.84463894967177
7186,LCS,2019-1,7,2,43534.69267361111,9.04,Blue,Cloud9,2.0,0.0,1.0,1.0,53429.0,1203.7325581395348,33.97674418604651
7187,LCS,2019-1,7,2,43534.69267361111,9.04,Red,100 Thieves,1.0,0.0,0.0,0.0,44338.0,886.6046511627907,31.95348837209302
7198,LCS,2019-1,7,2,43534.73037037037,9.04,Blue,Clutch Gaming,3.0,0.0,1.0,1.0,61754.0,1311.8236856080723,37.026022304832715
7199,LCS,2019-1,7,2,43534.73037037037,9.04,Red,Counter Logic Gaming,0.0,0.0,0.0,0.0,48873.0,901.3828996282529,33.74402549123739
7210,CBLoL,2019-1,8,1,43532.45756944444,9.04,Blue,ProGaming Esports,1.0,0.0,1.0,0.0,56832.0,1053.2852852852855,31.141141141141144
7211,CBLoL,2019-1,8,1,43532.45756944444,9.04,Red,Redemption eSports,4.0,0.0,0.0,2.0,60825.0,1173.1951951951953,32.7027027027027
7222,CBLoL,2019-1,8,1,43532.507731481484,9.04,Blue,Vivo Keyd,3.0,0.0,0.0,1.0,68652.0,1318.38737446198,35.1506456241033
7223,CBLoL,2019-1,8,1,43532.507731481484,9.04,Red,Uppercut esports,2.0,0.0,1.0,0.0,61090.0,1101.400286944046,34.69153515064562
7234,CBLoL,2019-1,8,1,43532.5469212963,9.04,Blue,CNB e-Sports Club,0.0,0.0,0.0,0.0,69499.0,1042.761133603239,33.27935222672065
7235,CBLoL,2019-1,8,1,43532.5469212963,9.04,Red,INTZ e-Sports,5.0,0.0,1.0,2.0,75813.0,1196.1376518218626,30.21862348178138
7246,CBLoL,2019-1,8,1,43532.5946412037,9.04,Blue,Flamengo eSports,5.0,0.0,1.0,2.0,68288.0,1246.611111111111,32.25
7247,CBLoL,2019-1,8,1,43532.5946412037,9.04,Red,KaBuM e-Sports,1.0,0.0,0.0,0.0,56851.0,928.9166666666667,32.138888888888886
7258,CBLoL,2019-1,8,2,43533.46008101852,9.04,Blue,Vivo Keyd,1.0,0.0,0.0,1.0,66607.0,1213.4384328358208,35.401119402985074
7259,CBLoL,2019-1,8,2,43533.46008101852,9.04,Red,CNB e-Sports Club,3.0,0.0,1.0,1.0,66790.0,1218.5597014925372,33.02238805970149
7270,CBLoL,2019-1,8,2,43533.5071875,9.04,Blue,Flamengo eSports,4.0,0.0,1.0,2.0,71353.0,1307.753086419753,36.35116598079561
7271,CBLoL,2019-1,8,2,43533.5071875,9.04,Red,ProGaming Esports,0.0,0.0,0.0,0.0,59025.0,969.5363511659807,34.67764060356653
7282,CBLoL,2019-1,8,2,43533.552141203705,9.04,Blue,Uppercut esports,3.0,0.0,0.0,2.0,57509.0,1247.6686913307562,33.4621755935947
7283,CBLoL,2019-1,8,2,43533.552141203705,9.04,Red,KaBuM e-Sports,1.0,0.0,1.0,0.0,57450.0,1245.7139701822196,34.48923246824958
7294,CBLoL,2019-1,8,2,43533.588321759256,9.04,Blue,INTZ e-Sports,3.0,0.0,1.0,2.0,76012.0,1284.6709021601016,31.893265565438373
7295,CBLoL,2019-1,8,2,43533.588321759256,9.04,Red,Redemption eSports,2.0,0.0,0.0,1.0,70977.0,1156.7166454891997,30.622617534942822
7306,CBLoL,2019-1,8,3,43534.4609375,9.04,Blue,Flamengo eSports,5.0,0.0,1.0,1.0,65287.0,1284.4094955489613,33.05637982195845
7307,CBLoL,2019-1,8,3,43534.4609375,9.04,Red,Uppercut esports,0.0,0.0,0.0,0.0,54788.0,972.8664688427299,31.958456973293767
7318,CBLoL,2019-1,8,3,43534.504108796296,9.04,Blue,Redemption eSports,4.0,0.0,1.0,1.0,52391.0,1171.6713286713284,35.03496503496503
7319,CBLoL,2019-1,8,3,43534.504108796296,9.04,Red,CNB e-Sports Club,0.0,0.0,0.0,0.0,42486.0,825.3426573426573,31.78321678321678
