,league,split,week,game,date,patchno,side,team,teamdragkills,elders,herald,teambaronkills,totalgold,earnedgpm,cspm
5182,LCS,2019-2,6,2,43660.65528935185,9.13,Blue,Counter Logic Gaming,3.0,0.0,1.0,0.0,53912.0,1079.008583690987,29.00214592274678
5183,LCS,2019-2,6,2,43660.65528935185,9.13,Red,Golden Guardians,1.0,0.0,0.0,2.0,57984.0,1210.0815450643777,27.006437768240346
5194,LCS,2019-2,6,2,43660.6937962963,9.13,Blue,100 Thieves,3.0,0.0,1.0,1.0,57778.0,1211.2758620689654,33.394396551724135
5195,LCS,2019-2,6,2,43660.6937962963,9.13,Red,Echo Fox,1.0,0.0,0.0,0.0,50666.0,981.3620689655172,35.85129310344828
5206,LCS,2019-2,6,2,43660.732881944445,9.13,Blue,Clutch Gaming,4.0,0.0,1.0,2.0,64389.0,1324.813524590164,31.290983606557376
5207,LCS,2019-2,6,2,43660.732881944445,9.13,Red,OpTic Gaming,0.0,0.0,0.0,0.0,52723.0,966.2274590163935,30.645491803278688
5218,LMS,2019-2,4.1,1,43658.11685185185,9.13,Blue,G-Rex,5.0,1.0,1.0,2.0,70231.0,1268.3732362312244,32.60810195721439
5219,LMS,2019-2,4.1,1,43658.11685185185,9.13,Red,MAD Team,0.0,0.0,0.0,0.0,56709.0,899.0878470641783,31.84342284934001
5230,LMS,2019-2,4.1,3,43658.265497685185,9.13,Blue,MAD Team,4.0,0.0,1.0,1.0,75739.0,1261.0730478589421,33.40050377833753
5231,LMS,2019-2,4.1,3,43658.265497685185,9.13,Red,G-Rex,3.0,1.0,0.0,1.0,67914.0,1063.969773299748,30.60453400503778
5242,LMS,2019-2,4.1,1,43658.31214120371,9.13,Blue,Hong Kong Attitude,4.0,0.0,0.0,2.0,67736.0,1242.4387517466232,33.81462505822078
5243,LMS,2019-2,4.1,1,43658.31214120371,9.13,Red,J Team,1.0,0.0,1.0,0.0,61034.0,1055.1448532836516,33.5631113181183
5254,LMS,2019-2,4.1,2,43658.38600694444,9.13,Blue,J Team,3.0,0.0,1.0,1.0,51939.0,1432.2452830188681,37.23719676549865
5255,LMS,2019-2,4.1,2,43658.38600694444,9.13,Red,Hong Kong Attitude,0.0,0.0,0.0,0.0,36476.0,807.0566037735848,31.77897574123989
5266,LMS,2019-2,4.1,3,43658.40738425926,9.13,Blue,Hong Kong Attitude,0.0,0.0,0.0,0.0,62197.0,1045.1934604904632,36.32152588555858
5267,LMS,2019-2,4.1,3,43658.40738425926,9.13,Red,J Team,5.0,0.0,1.0,2.0,67603.0,1192.4959128065393,35.14986376021798
5278,LMS,2019-2,4.2,1,43659.10078703704,9.13,Blue,AHQ e-Sports Club,2.0,0.0,0.0,1.0,55661.0,1126.9108382274426,32.83502402562734
5279,LMS,2019-2,4.2,1,43659.10078703704,9.13,Red,Alpha Esports,2.0,0.0,1.0,0.0,49010.0,913.8515750133475,32.130272290443145
5290,LCS,2019-2P,SF,2,43694.69415509259,9.15,Blue,Counter Logic Gaming,1.0,0.0,0.0,0.0,51725.0,999.9637139807899,32.17716115261472
5291,LCS,2019-2P,SF,2,43694.69415509259,9.15,Red,Cloud9,3.0,0.0,1.0,1.0,62353.0,1340.2411953041621,28.495197438633937
5302,LMS,2019-2,4.2,2,43659.17376157407,9.13,Blue,Alpha Esports,1.0,0.0,1.0,0.0,45363.0,913.4913294797689,33.121387283237
5303,LMS,2019-2,4.2,2,43659.17376157407,9.13,Red,AHQ e-Sports Club,3.0,0.0,0.0,1.0,58627.0,1373.5144508670521,35.445086705202314
5314,LMS,2019-2,4.2,1,43659.21270833333,9.13,Blue,Hong Kong Attitude,2.0,0.0,0.0,1.0,55062.0,1489.1350293542075,30.841487279843445
5315,LMS,2019-2,4.2,1,43659.21270833333,9.13,Red,G-Rex,1.0,0.0,1.0,0.0,38974.0,859.46771037182,28.88454011741683
5326,LMS,2019-2,4.2,2,43659.26275462963,9.13,Blue,G-Rex,0.0,0.0,1.0,0.0,52000.0,962.5567651632972,29.73561430793157
5327,LMS,2019-2,4.2,2,43659.26275462963,9.13,Red,Hong Kong Attitude,4.0,0.0,0.0,1.0,62853.0,1300.1306376360808,31.16640746500778
5338,LMS,2019-2,4.3,1,43660.11096064815,9.13,Blue,Flash Wolves,2.0,0.0,1.0,2.0,70898.0,1299.6406966086158,33.437213565536204
5339,LMS,2019-2,4.3,1,43660.11096064815,9.13,Red,J Team,2.0,0.0,0.0,0.0,58136.0,948.7149404216314,35.27956003666361
5350,LMS,2019-2,4.3,2,43660.15630787037,9.13,Blue,J Team,5.0,0.0,1.0,0.0,66372.0,1308.059084194978,40.38404726735598
5351,LMS,2019-2,4.3,2,43660.15630787037,9.13,Red,Flash Wolves,0.0,0.0,0.0,0.0,50396.0,836.0945347119645,33.97341211225997
5362,LMS,2019-2,4.3,3,43660.198217592595,9.13,Blue,Flash Wolves,2.0,0.0,1.0,0.0,50459.0,1011.4068357221608,35.35832414553473
5363,LMS,2019-2,4.3,3,43660.198217592595,9.13,Red,J Team,3.0,0.0,0.0,1.0,58831.0,1288.3197353914002,38.10363836824697
5374,LMS,2019-2,4.3,1,43660.25420138889,9.13,Blue,Alpha Esports,2.0,0.0,0.0,0.0,50152.0,903.5049197307096,32.687726566545834
5375,LMS,2019-2,4.3,1,43660.25420138889,9.13,Red,AHQ e-Sports Club,3.0,0.0,1.0,1.0,62331.0,1281.9306059036767,36.32314862765407
5386,LMS,2019-2,4.3,2,43660.28841435185,9.13,Blue,AHQ e-Sports Club,2.0,0.0,1.0,1.0,56525.0,1242.7197309417043,34.809417040358746
5387,LMS,2019-2,4.3,2,43660.28841435185,9.13,Red,Alpha Esports,1.0,0.0,0.0,0.0,44017.0,822.0470852017937,33.39686098654708
5398,CBLoL,2019-2,7,1,43659.454733796294,9.13,Blue,Uppercut,1.0,0.0,0.0,0.0,42631.0,942.7613065326632,32.97738693467336
5399,CBLoL,2019-2,7,1,43659.454733796294,9.13,Red,Flamengo,2.0,0.0,1.0,1.0,54431.0,1387.4849246231154,33.01507537688442
5410,CBLoL,2019-2,7,1,43659.49820601852,9.13,Blue,CNB,0.0,0.0,1.0,1.0,68530.0,1152.063047285464,34.04553415061296
5411,CBLoL,2019-2,7,1,43659.49820601852,9.13,Red,Redemption,5.0,0.0,0.0,1.0,73608.0,1285.460595446585,35.64798598949211
5422,CBLoL,2019-2,7,1,43659.546006944445,9.13,Blue,INTZ,3.0,0.0,1.0,2.0,68779.0,1171.095238095238,30.68783068783069
5423,CBLoL,2019-2,7,1,43659.546006944445,9.13,Red,Team One,0.0,0.0,0.0,0.0,62372.0,1001.5978835978837,34.920634920634924
5434,CBLoL,2019-2,7,1,43659.591469907406,9.13,Blue,paiN Gaming,1.0,0.0,0.0,0.0,58501.0,892.5566286215977,26.918349429323968
5435,CBLoL,2019-2,7,1,43659.591469907406,9.13,Red,KaBuM,3.0,0.0,1.0,2.0,69074.0,1171.0377524143985,31.975417032484636
5446,CBLoL,2019-2,7,2,43660.457974537036,9.13,Blue,Redemption,3.0,0.0,0.0,0.0,54392.0,988.8253648716658,29.984901862103673
5447,CBLoL,2019-2,7,2,43660.457974537036,9.13,Red,Uppercut,2.0,0.0,1.0,1.0,62510.0,1233.9587317564167,32.249622546552594
5458,CBLoL,2019-2,7,2,43660.4996875,9.13,Blue,KaBuM,3.0,0.0,0.0,1.0,53733.0,1458.731707317073,37.534607778510214
5459,CBLoL,2019-2,7,2,43660.4996875,9.13,Red,CNB,0.0,0.0,1.0,0.0,36104.0,761.4739617666446,29.347396176664468
5470,CBLoL,2019-2,7,2,43660.53711805555,9.13,Blue,INTZ,1.0,0.0,1.0,0.0,50656.0,1047.1919191919192,28.88888888888889
5471,CBLoL,2019-2,7,2,43660.53711805555,9.13,Red,paiN Gaming,1.0,0.0,0.0,1.0,61261.0,1404.2626262626263,33.602693602693606
5482,CBLoL,2019-2,7,2,43660.57861111111,9.13,Blue,Team One,0.0,0.0,0.0,0.0,40165.0,915.0472440944884,32.55905511811024
5483,CBLoL,2019-2,7,2,43660.57861111111,9.13,Red,Flamengo,3.0,0.0,1.0,1.0,50967.0,1340.3228346456694,36.53543307086615
5806,LCK,2019-2,6.1,1,43664.11072916666,9.13,Blue,Sandbox Gaming,5.0,1.0,1.0,0.0,79880.0,1051.7654539032144,35.41504768632992
5807,LCK,2019-2,6.1,1,43664.11072916666,9.13,Red,Gen.G,2.0,1.0,0.0,2.0,82084.0,1098.4768632991877,29.45955492758743
5818,LCK,2019-2,6.1,2,43664.17172453704,9.13,Blue,Gen.G,2.0,0.0,1.0,1.0,46193.0,1312.7673586256265,35.175375805297065
5819,LCK,2019-2,6.1,2,43664.17172453704,9.13,Red,Sandbox Gaming,1.0,0.0,0.0,0.0,33983.0,788.3579098067287,31.009305654974945
5830,LCK,2019-2,6.1,1,43664.201886574076,9.13,Blue,Kingzone DragonX,3.0,0.0,0.0,0.0,59003.0,1168.3810504634398,32.842430484037074
5831,LCK,2019-2,6.1,1,43664.201886574076,9.13,Red,Hanwha Life Esports,2.0,0.0,1.0,1.0,54220.0,1020.6055612770339,31.668383110195673
5842,LCK,2019-2,6.1,2,43664.28853009259,9.13,Blue,Hanwha Life Esports,1.0,0.0,1.0,0.0,63627.0,1109.1705069124428,30.85714285714286
5843,LCK,2019-2,6.1,2,43664.28853009259,9.13,Red,Kingzone DragonX,3.0,0.0,0.0,2.0,61714.0,1056.2764976958526,28.89400921658986
5854,LCK,2019-2,6.1,3,43664.329976851855,9.13,Blue,Kingzone DragonX,3.0,0.0,1.0,1.0,51753.0,1263.0,33.87096774193549
5855,LCK,2019-2,6.1,3,43664.329976851855,9.13,Red,Hanwha Life Esports,0.0,0.0,0.0,0.0,39408.0,803.5086848635235,27.91563275434243
5926,LCK,2019-2,6.2,2,43665.15972222222,9.13,Blue,SK Telecom T1,2.0,0.0,1.0,1.0,56759.0,1220.7964699393272,33.325979040264755
5927,LCK,2019-2,6.2,2,43665.15972222222,9.13,Red,Jin Air Green Wings,2.0,0.0,0.0,0.0,50302.0,1007.1064533921679,34.285714285714285
5938,LCK,2019-2,6.2,1,43665.20946759259,9.13,Blue,Afreeca Freecs,0.0,0.0,0.0,0.0,37079.0,761.9961513790892,31.712636305323926
5939,LCK,2019-2,6.2,1,43665.20946759259,9.13,Red,KT Rolster,3.0,0.0,1.0,1.0,52242.0,1345.5625400898011,38.101347017318794
5950,LCK,2019-2,6.2,2,43665.28125,9.13,Blue,KT Rolster,2.0,0.0,1.0,0.0,53412.0,913.9237536656891,28.299120234604107
5951,LCK,2019-2,6.2,2,43665.28125,9.13,Red,Afreeca Freecs,3.0,0.0,0.0,2.0,64242.0,1231.5190615835775,28.328445747800583
5962,LCK,2019-2,6.2,3,43665.31927083333,9.13,Blue,Afreeca Freecs,2.0,0.0,1.0,0.0,69535.0,971.8187451587916,32.64910921766073
5963,LCK,2019-2,6.2,3,43665.31927083333,9.13,Red,KT Rolster,4.0,1.0,0.0,2.0,80434.0,1225.0875290472502,36.20449264136329
5974,LCK,2019-2,6.3,1,43666.11452546297,9.13,Blue,Griffin,0.0,0.0,0.0,0.0,44010.0,916.9420203227734,33.81948595337717
5975,LCK,2019-2,6.3,1,43666.11452546297,9.13,Red,Damwon Gaming,3.0,0.0,1.0,1.0,54857.0,1305.9557680812911,36.15062761506276
5986,LCK,2019-2,6.3,2,43666.17375,9.13,Blue,Damwon Gaming,3.0,0.0,1.0,0.0,57125.0,1228.84755090809,36.71986791414419
5987,LCK,2019-2,6.3,2,43666.17375,9.13,Red,Griffin,1.0,0.0,0.0,0.0,51400.0,1039.7996697853603,35.43203082003302
5998,LCK,2019-2,6.3,1,43666.205925925926,9.13,Blue,Gen.G,0.0,0.0,0.0,0.0,39777.0,775.9156626506024,28.69879518072289
5999,LCK,2019-2,6.3,1,43666.205925925926,9.13,Red,Kingzone DragonX,4.0,0.0,1.0,1.0,53738.0,1280.5301204819275,32.31325301204819
6010,LCK,2019-2,6.3,2,43666.28481481481,9.13,Blue,Kingzone DragonX,3.0,0.0,1.0,0.0,48654.0,1048.7494145199064,37.65807962529274
6011,LCK,2019-2,6.3,2,43666.28481481481,9.13,Red,Gen.G,1.0,0.0,0.0,1.0,52764.0,1193.1288056206088,33.79391100702576
6022,LCK,2019-2,6.3,3,43666.31790509259,9.13,Blue,Gen.G,4.0,0.0,1.0,2.0,72531.0,1228.1637931034484,32.63793103448276
6023,LCK,2019-2,6.3,3,43666.31790509259,9.13,Red,Kingzone DragonX,1.0,0.0,0.0,0.0,59689.0,896.0431034482759,29.25
6034,LEC,2019-2,5,1,43665.55731481482,9.13,Blue,G2 Esports,1.0,0.0,1.0,0.0,46264.0,1539.0862619808306,32.156549520766774
6035,LEC,2019-2,5,1,43665.55731481482,9.13,Red,Excel Esports,0.0,0.0,0.0,0.0,29616.0,741.2587859424921,26.837060702875398
6046,LEC,2019-2,5,1,43665.57603009259,9.13,Blue,Rogue,4.0,0.0,1.0,0.0,62175.0,1218.3161063723032,27.877571500250873
6047,LEC,2019-2,5,1,43665.57603009259,9.13,Red,Fnatic,0.0,0.0,0.0,2.0,56625.0,1051.2313095835423,32.15253386853989
6058,LEC,2019-2,5,1,43665.61607638889,9.13,Blue,SK Gaming,1.0,0.0,0.0,0.0,53034.0,1014.9606299212599,30.582677165354333
6059,LEC,2019-2,5,1,43665.61607638889,9.13,Red,Origen,3.0,0.0,1.0,1.0,65379.0,1403.7795275590552,34.960629921259844
6070,LEC,2019-2,5,2,43666.39309027778,9.13,Blue,Excel Esports,1.0,0.0,1.0,0.0,50884.0,1000.5732899022802,30.586319218241044
6071,LEC,2019-2,5,2,43666.39309027778,9.13,Red,Schalke 04,3.0,0.0,0.0,2.0,63034.0,1396.3387622149837,33.48534201954397
6082,LEC,2019-2,5,2,43666.44409722222,9.13,Blue,Rogue,3.0,0.0,1.0,1.0,64193.0,1199.971153846154,32.27884615384615
6083,LEC,2019-2,5,2,43666.44409722222,9.13,Red,Misfits,2.0,0.0,0.0,1.0,70004.0,1367.596153846154,34.269230769230774
6094,LEC,2019-2,5,2,43666.48515046296,9.13,Blue,Origen,2.0,0.0,0.0,0.0,52631.0,1063.8474114441417,34.95367847411444
6095,LEC,2019-2,5,2,43666.48515046296,9.13,Red,Vitality,2.0,0.0,1.0,1.0,59149.0,1276.9700272479563,33.678474114441414
6106,LEC,2019-2,5,1,43665.441157407404,9.13,Blue,Splyce,5.0,0.0,1.0,1.0,69425.0,1349.9509851033158,33.474291206150895
6107,LEC,2019-2,5,1,43665.441157407404,9.13,Red,Misfits,0.0,0.0,0.0,0.0,57371.0,1002.406535319558,31.88851513695339
6118,LEC,2019-2,5,1,43665.49068287037,9.13,Blue,Schalke 04,3.0,0.0,0.0,2.0,71881.0,1247.4197802197803,32.650549450549455
6119,LEC,2019-2,5,1,43665.49068287037,9.13,Red,Vitality,1.0,0.0,1.0,0.0,65246.0,1072.4307692307693,34.971428571428575
6130,LEC,2019-2,5,2,43666.52726851852,9.13,Blue,SK Gaming,0.0,0.0,0.0,0.0,38981.0,835.1969211032713,30.365618986529824
6131,LEC,2019-2,5,2,43666.52726851852,9.13,Red,Fnatic,3.0,0.0,1.0,1.0,54643.0,1437.9679281590763,30.55805003207184
6142,LEC,2019-2,5,2,43666.56322916667,9.13,Blue,G2 Esports,2.0,0.0,1.0,1.0,65159.0,1287.186104218362,33.37965260545906
6143,LEC,2019-2,5,2,43666.56322916667,9.13,Red,Splyce,1.0,0.0,0.0,0.0,56424.0,1027.0868486352356,31.622828784119104
6154,LCK,2019-2,6.4,1,43667.103842592594,9.13,Blue,Jin Air Green Wings,0.0,0.0,0.0,0.0,34364.0,873.8558558558558,29.63963963963964
6155,LCK,2019-2,6.4,1,43667.103842592594,9.13,Red,Afreeca Freecs,3.0,0.0,1.0,1.0,48718.0,1520.4324324324325,34.32432432432432
6166,LCK,2019-2,6.4,2,43667.156747685185,9.13,Blue,Afreeca Freecs,6.0,2.0,1.0,2.0,96912.0,1447.6622349982035,36.52173913043478
6167,LCK,2019-2,6.4,2,43667.156747685185,9.13,Red,Jin Air Green Wings,1.0,0.0,0.0,2.0,87533.0,1245.4559827524254,31.02407473948976
6178,LCK,2019-2,6.4,1,43667.203877314816,9.13,Blue,Hanwha Life Esports,2.0,0.0,0.0,1.0,62528.0,1306.9330543933054,34.86401673640167
6179,LCK,2019-2,6.4,1,43667.203877314816,9.13,Red,Sandbox Gaming,2.0,0.0,1.0,1.0,54486.0,1054.5690376569037,34.80125523012552
6190,LCK,2019-2,6.4,2,43667.28625,9.13,Blue,Sandbox Gaming,4.0,1.0,1.0,2.0,81002.0,1113.9537572254335,32.64450867052023
6191,LCK,2019-2,6.4,2,43667.28625,9.13,Red,Hanwha Life Esports,3.0,1.0,0.0,1.0,79146.0,1073.7225433526014,33.316473988439306
6202,LCK,2019-2,6.4,3,43667.335,9.13,Blue,Hanwha Life Esports,0.0,0.0,0.0,0.0,45391.0,872.4182124789209,32.782462057335586
6203,LCK,2019-2,6.4,3,43667.335,9.13,Red,Sandbox Gaming,4.0,0.0,1.0,1.0,59004.0,1331.5413153457,36.08768971332209
6214,LCS,2019-2,7,1,43666.650972222225,9.13,Blue,Cloud9,2.0,0.0,0.0,2.0,63891.0,1391.6217948717951,34.48717948717949
6215,LCS,2019-2,7,1,43666.650972222225,9.13,Red,100 Thieves,1.0,0.0,1.0,0.0,48857.0,909.7628205128206,29.294871794871796
6226,LCS,2019-2,7,1,43666.69775462963,9.13,Blue,Team SoloMid,2.0,0.0,1.0,2.0,68865.0,1095.8110501897934,31.784057359763814
6227,LCS,2019-2,7,1,43666.69775462963,9.13,Red,Golden Guardians,4.0,1.0,0.0,1.0,71085.0,1151.989877688739,32.56853648249684
6238,LCS,2019-2,7,1,43666.745844907404,9.13,Blue,FlyQuest,1.0,0.0,1.0,0.0,50661.0,950.8858350951373,35.77167019027484
6239,LCS,2019-2,7,1,43666.745844907404,9.13,Red,Counter Logic Gaming,4.0,0.0,0.0,0.0,57797.0,1177.1860465116279,37.89640591966173
6250,LCS,2019-2,7,1,43666.78503472222,9.13,Blue,Team Liquid,2.0,0.0,0.0,0.0,52765.0,1215.6348547717844,31.58269116775341
6251,LCS,2019-2,7,1,43666.78503472222,9.13,Red,Clutch Gaming,1.0,0.0,1.0,0.0,42404.0,847.1345583876705,29.59098992294013
6262,LCS,2019-2,7,1,43666.82200231482,9.13,Blue,Echo Fox,0.0,0.0,0.0,0.0,33293.0,724.2875087229588,28.387997208653175
6263,LCS,2019-2,7,1,43666.82200231482,9.13,Red,OpTic Gaming,3.0,0.0,1.0,1.0,49492.0,1402.542916957432,36.34333565945569
6274,LCS,2019-2,7,2,43667.57013888889,9.13,Blue,Golden Guardians,1.0,0.0,1.0,0.0,41780.0,876.1031307550644,30.865561694290975
6275,LCS,2019-2,7,2,43667.57013888889,9.13,Red,Team Liquid,2.0,0.0,0.0,1.0,55327.0,1375.0718232044196,31.712707182320443
6286,LCK,2019-2,6.2,1,43665.094502314816,9.13,Blue,Jin Air Green Wings,0.0,0.0,1.0,0.0,48067.0,977.8637911464245,33.677639046538026
6287,LCK,2019-2,6.2,1,43665.094502314816,9.13,Red,SK Telecom T1,4.0,0.0,0.0,2.0,59009.0,1350.4631101021566,39.500567536889896
6298,LCS,2019-2,7,2,43667.60748842593,9.13,Blue,Counter Logic Gaming,4.0,0.0,1.0,1.0,56454.0,1341.0496453900707,35.88652482269504
6299,LCS,2019-2,7,2,43667.60748842593,9.13,Red,Cloud9,0.0,0.0,0.0,0.0,45471.0,951.5815602836878,32.730496453900706
6310,LCS,2019-2,7,2,43667.646828703706,9.13,Blue,OpTic Gaming,3.0,0.0,1.0,1.0,60097.0,1282.1612903225805,35.387096774193544
6311,LCS,2019-2,7,2,43667.646828703706,9.13,Red,Team SoloMid,0.0,0.0,0.0,0.0,49185.0,930.1612903225805,33.774193548387096
6322,LCS,2019-2,7,2,43667.688263888886,9.13,Blue,Clutch Gaming,4.0,0.0,1.0,1.0,57864.0,1372.2857142857142,33.82903981264637
6323,LCS,2019-2,7,2,43667.688263888886,9.13,Red,Echo Fox,0.0,0.0,0.0,0.0,46333.0,967.2154566744731,33.05620608899298
6334,LCS,2019-2,7,2,43667.74321759259,9.13,Blue,100 Thieves,2.0,0.0,1.0,1.0,55731.0,1281.8327526132405,36.968641114982574
6335,LCS,2019-2,7,2,43667.74321759259,9.13,Red,FlyQuest,0.0,0.0,0.0,0.0,42616.0,824.8641114982579,31.219512195121954
6346,LMS,2019-2,5.1,2,43665.16641203704,9.13,Blue,J Team,3.0,0.0,1.0,1.0,66150.0,1221.169811320755,36.5377358490566
6347,LMS,2019-2,5.1,2,43665.16641203704,9.13,Red,AHQ e-Sports Club,2.0,0.0,0.0,0.0,57709.0,982.2735849056604,34.5
6358,LMS,2019-2,5.1,1,43665.11418981481,9.13,Blue,AHQ e-Sports Club,2.0,1.0,1.0,0.0,76999.0,1056.110294117647,33.30882352941176
6359,LMS,2019-2,5.1,1,43665.11418981481,9.13,Red,J Team,5.0,1.0,0.0,3.0,89549.0,1332.9485294117644,36.595588235294116
6370,LMS,2019-2,5.1,1,43665.24423611111,9.13,Blue,MAD Team,1.0,0.0,1.0,1.0,60863.0,994.2556255625562,32.21422142214222
6371,LMS,2019-2,5.1,1,43665.24423611111,9.13,Red,Alpha Esports,3.0,0.0,0.0,1.0,68389.0,1197.4779477947795,32.889288928892896
6382,LMS,2019-2,5.1,2,43665.297060185185,9.13,Blue,Alpha Esports,2.0,0.0,1.0,0.0,51873.0,1151.5040745052388,29.161816065192085
6383,LMS,2019-2,5.1,2,43665.297060185185,9.13,Red,MAD Team,2.0,0.0,0.0,0.0,46287.0,956.4167636786962,29.161816065192085
6394,LMS,2019-2,5.2,1,43666.1093287037,9.13,Blue,AHQ e-Sports Club,2.0,0.0,1.0,1.0,58287.0,1310.6013513513512,32.16216216216216
6395,LMS,2019-2,5.2,1,43666.1093287037,9.13,Red,MAD Team,1.0,0.0,0.0,0.0,48332.0,974.2837837837837,32.33108108108108
6406,LMS,2019-2,5.2,2,43666.15660879629,9.13,Blue,MAD Team,3.0,0.0,0.0,1.0,66795.0,1303.5783308931188,37.62811127379209
6407,LMS,2019-2,5.2,2,43666.15660879629,9.13,Red,AHQ e-Sports Club,1.0,0.0,1.0,0.0,55205.0,964.1932650073207,30.043923865300147
6418,LMS,2019-2,5.2,3,43666.202835648146,9.13,Blue,AHQ e-Sports Club,2.0,0.0,1.0,0.0,65069.0,968.4218362282879,31.14143920595534
6419,LMS,2019-2,5.2,3,43666.202835648146,9.13,Red,MAD Team,3.0,1.0,0.0,2.0,74062.0,1191.573200992556,33.05210918114144
6430,LMS,2019-2,5.2,1,43666.26130787037,9.13,Blue,Flash Wolves,0.0,0.0,1.0,0.0,64839.0,1007.5916631220758,30.650786899191836
6431,LMS,2019-2,5.2,1,43666.26130787037,9.13,Red,G-Rex,5.0,0.0,0.0,2.0,77367.0,1327.319438536793,31.416418545299877
6442,LMS,2019-2,5.2,2,43666.32730324074,9.13,Blue,G-Rex,4.0,1.0,0.0,0.0,69756.0,1187.421052631579,32.973684210526315
6443,LMS,2019-2,5.2,2,43666.32730324074,9.13,Red,Flash Wolves,1.0,0.0,1.0,1.0,64146.0,1039.7894736842106,31.236842105263158
6454,LMS,2019-2,5.3,1,43667.109085648146,9.13,Blue,G-Rex,1.0,0.0,1.0,0.0,55057.0,999.1755877938967,30.435217608804397
6455,LMS,2019-2,5.3,1,43667.109085648146,9.13,Red,J Team,3.0,0.0,0.0,1.0,65374.0,1308.8404202101046,34.637318659329665
6466,LMS,2019-2,5.3,2,43667.15604166667,9.13,Blue,J Team,6.0,0.0,1.0,1.0,71568.0,1333.219399538106,33.42263279445727
6467,LMS,2019-2,5.3,2,43667.15604166667,9.13,Red,G-Rex,0.0,0.0,0.0,1.0,61189.0,1045.5796766743647,33.22863741339492
6478,LMS,2019-2,5.3,1,43667.20538194444,9.13,Blue,Hong Kong Attitude,2.0,0.0,0.0,0.0,59966.0,942.0583554376656,32.28116710875331
6479,LMS,2019-2,5.3,1,43667.20538194444,9.13,Red,Flash Wolves,3.0,0.0,1.0,1.0,67848.0,1151.129973474801,31.803713527851457
6490,LMS,2019-2,5.3,2,43667.26965277778,9.13,Blue,Flash Wolves,2.0,0.0,1.0,1.0,69314.0,1077.9502487562188,34.35323383084577
6491,LMS,2019-2,5.3,2,43667.26965277778,9.13,Red,Hong Kong Attitude,4.0,1.0,0.0,2.0,79699.0,1336.2835820895523,35.472636815920396
6502,LMS,2019-2,5.3,3,43667.31993055555,9.13,Blue,Hong Kong Attitude,3.0,0.0,0.0,1.0,66022.0,1179.519630484988,32.00923787528868
6503,LMS,2019-2,5.3,3,43667.31993055555,9.13,Red,Flash Wolves,2.0,0.0,1.0,1.0,65919.0,1176.6651270207851,30.069284064665126
6514,CBLoL,2019-2,8,1,43666.47690972222,9.13,Blue,Redemption,3.0,0.0,0.0,1.0,58444.0,1167.6049896049892,33.67983367983368
6515,CBLoL,2019-2,8,1,43666.47690972222,9.13,Red,INTZ,2.0,0.0,1.0,1.0,60481.0,1231.1288981288978,35.67567567567567
6526,CBLoL,2019-2,8,1,43666.50833333333,9.13,Blue,Uppercut,1.0,0.0,0.0,0.0,58268.0,1006.4921763869133,34.96443812233286
6527,CBLoL,2019-2,8,1,43666.50833333333,9.13,Red,CNB,3.0,0.0,1.0,2.0,67027.0,1255.6813655761027,31.920341394025606
6538,CBLoL,2019-2,8,1,43666.55233796296,9.13,Blue,KaBuM,4.0,0.0,0.0,2.0,71078.0,1316.0774550484095,35.5463347164592
6539,CBLoL,2019-2,8,1,43666.55233796296,9.13,Red,Team One,1.0,0.0,1.0,0.0,58367.0,964.4591977869986,30.42876901798064
6550,CBLoL,2019-2,8,1,43666.595983796295,9.13,Blue,Flamengo,3.0,1.0,1.0,1.0,68102.0,1093.7690668939072,30.651896037494673
6551,CBLoL,2019-2,8,1,43666.595983796295,9.13,Red,paiN Gaming,3.0,0.0,0.0,2.0,74051.0,1245.8525777588409,30.75415423945462
6562,CBLoL,2019-2,8,2,43667.47641203704,9.13,Blue,Uppercut,2.0,0.0,1.0,1.0,59789.0,1212.393545028631,35.137948984903694
6563,CBLoL,2019-2,8,2,43667.47641203704,9.13,Red,Team One,1.0,0.0,0.0,0.0,51964.0,967.9895887558562,30.17178552837064
6574,CBLoL,2019-2,8,2,43667.50822916667,9.13,Blue,Flamengo,3.0,0.0,0.0,0.0,68574.0,1308.8003811338735,37.246307765602666
6575,CBLoL,2019-2,8,2,43667.50822916667,9.13,Red,INTZ,1.0,0.0,1.0,1.0,60917.0,1089.9247260600287,31.44354454502144
6586,CBLoL,2019-2,8,2,43667.54822916666,9.13,Blue,KaBuM,3.0,0.0,0.0,1.0,53418.0,1470.9886591060708,32.74182788525684
6587,CBLoL,2019-2,8,2,43667.54822916666,9.13,Red,Redemption,0.0,0.0,1.0,0.0,38291.0,865.5050033355571,25.456971314209472
6598,CBLoL,2019-2,8,2,43667.58834490741,9.13,Blue,CNB,1.0,0.0,0.0,0.0,50663.0,919.3827032625583,32.377006732263084
6599,CBLoL,2019-2,8,2,43667.58834490741,9.13,Red,paiN Gaming,3.0,0.0,1.0,1.0,61260.0,1248.652511651994,36.38529259451062
6826,LCK,2019-2,7.1,1,43671.036087962966,9.14,Blue,KT Rolster,0.0,0.0,1.0,0.0,62098.0,1001.4632418069089,35.87245349867139
6827,LCK,2019-2,7.1,1,43671.036087962966,9.14,Red,Griffin,4.0,0.0,0.0,1.0,74107.0,1320.5686448184233,39.512843224092116
6838,LCK,2019-2,7.1,2,43671.17689814815,9.14,Blue,Griffin,2.0,0.0,1.0,1.0,58952.0,1243.230934479055,36.63802363050483
